StartDate,EndDate,IPAddress,Progress,Duration (in seconds),Finished,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,da_con_trust,da_lib_trust,ra_con_trust,ra_lib_trust,da_con_gender,da_lib_gender,ra_con_gender,ra_lib_gender,da_con_race,da_lib_race,ra_con_race,ra_lib_race,da_con_emo,da_lib_emo,ra_con_emo,ra_lib_emo,da_con_threat,da_lib_threat,ra_con_threat,ra_lib_threat,age,sex,race,data_use,mTurkCode
10/19/2017 15:46,10/19/2017 15:48,71.244.243.21,100,121,1,R_2eQp3U4fT1LxRCe,39.12519836,-76.51159668,anonymous,4,4,3,3,7,4,3,4,2,2,2,2,5,4,3,5,3,3,7,6,33,1,1,4,3358906489
10/19/2017 15:46,10/19/2017 15:48,99.94.131.21,100,144,1,R_3JEtpDAGvf9jGNP,35.03399658,-90.00669861,anonymous,7,7,5,7,8,8,2,6,3,3,3,3,5,6,4,6,3,3,6,3,46,2,1,4,1668759906
10/19/2017 15:46,10/19/2017 15:50,74.74.64.90,100,270,1,R_AyBicEERaxsRQeB,42.17939758,-75.94909668,anonymous,9,6,1,5,7,8,1,8,4,2,1,2,7,6,1,5,3,2,9,3,26,1,1,4,4272699012
10/19/2017 15:49,10/19/2017 15:51,216.230.82.39,100,123,1,R_1MKtykS2rMkYPED,37.75100708,-97.8219986,anonymous,4,7,5,6,6,4,4,7,6,4,2,4,4,5,6,5,4,5,6,4,34,1,1,4,839852258
10/19/2017 15:51,10/19/2017 15:52,172.115.224.205,100,87,1,R_3Kvcpa2V7yz23hm,33.53630066,-117.0438995,anonymous,7,7,3,7,9,7,1,9,3,3,1,2,7,8,1,5,6,3,9,2,33,2,1,4,6790698380
10/19/2017 15:52,10/19/2017 15:56,72.234.142.76,100,249,1,R_1C74AQjeVp42u0k,19.46009827,-155.0245972,anonymous,9,9,1,9,9,9,1,7,4,4,3,4,9,9,1,9,1,1,9,1,60,2,1,4,4054976148
10/19/2017 15:56,10/19/2017 15:57,70.114.5.2,100,61,1,R_UPCI2VMknLyaSQN,29.70440674,-98.07420349,anonymous,7,7,3,5,9,5,2,9,5,1,5,5,4,5,5,6,4,9,4,4,23,1,3,4,3455903176
10/19/2017 17:17,10/19/2017 17:20,173.25.171.181,100,131,1,R_43h43fCVNOAAplT,37.29989624,-93.30840302,anonymous,5,5,4,5,7,7,3,6,4,3,2,4,6,7,4,7,2,2,3,3,62,2,1,4,7328474335
10/19/2017 17:19,10/19/2017 17:20,50.247.101.139,100,109,1,R_2q2FtWETrWoNn1N,37.86720276,-122.2568054,anonymous,7,7,2,8,4,3,2,8,1,1,1,1,7,6,2,6,2,3,7,2,24,2,4,4,8296353253
10/19/2017 17:31,10/19/2017 17:33,73.162.32.135,100,117,1,R_29b8aFtthIDuDlU,37.6703949,-121.9374008,anonymous,8,8,6,7,8,9,3,8,2,6,1,3,7,8,3,7,1,3,3,3,23,1,4,3,8111579832
10/19/2017 17:32,10/19/2017 17:34,107.77.252.18,100,102,1,R_8krKo9C9CtBGaAh,37.75100708,-97.8219986,anonymous,7,5,1,7,9,9,5,9,1,1,1,1,6,6,1,7,1,1,5,1,44,1,1,4,8262041476
10/19/2017 17:33,10/19/2017 17:35,162.224.251.206,100,125,1,R_1ohzzywxASZhe2n,33.10069275,-86.86419678,anonymous,5,5,8,5,9,9,9,9,1,1,1,1,7,9,9,8,1,1,9,1,36,2,1,4,4905527062
10/19/2017 17:34,10/19/2017 17:36,66.108.213.69,100,162,1,R_117OtTiVChYjOwX,40.68840027,-73.8227005,anonymous,6,6,2,6,4,6,1,8,4,4,3,6,7,8,1,5,1,3,2,2,50,2,1,4,7646341063
10/19/2017 17:42,10/19/2017 17:44,68.50.238.41,100,141,1,R_1d4t65L2LqKLsMt,39.07899475,-86.61750031,anonymous,7,7,4,7,5,5,5,5,5,5,5,5,7,7,4,5,2,2,4,2,30,2,1,4,4408812388
10/19/2017 17:52,10/19/2017 17:54,99.111.118.15,100,89,1,R_248ZeHO1JWtsrcw,43.13310242,-89.34909821,anonymous,6,5,4,5,5,4,2,5,4,2,2,3,6,5,2,6,4,3,9,6,35,1,4,4,6495830002
10/19/2017 18:00,10/19/2017 18:03,66.43.198.37,100,175,1,R_1NqsEBBOxxmIEGp,41.13630676,-91.67520142,anonymous,9,9,5,9,7,7,3,7,5,5,5,5,7,5,4,7,1,1,6,1,26,2,1,4,460287678
10/19/2017 18:51,10/19/2017 18:52,66.38.72.166,100,99,1,R_25Zrult56ibwoQW,37.07069397,-85.04789734,anonymous,6,5,3,6,8,9,1,9,1,3,1,2,6,5,4,8,7,1,6,1,36,1,1,4,1846591556
10/19/2017 18:51,10/19/2017 18:53,97.118.10.215,100,103,1,R_25X6OUxqcmv8UJl,39.72900391,-104.9527969,anonymous,5,5,6,5,9,9,1,2,1,3,1,5,5,8,1,5,1,2,6,2,34,2,1,3,6306449054
10/19/2017 18:51,10/19/2017 18:53,173.90.210.15,100,127,1,R_yUrYE6pjxy0MFDX,42.06669617,-80.16639709,anonymous,7,5,4,5,8,7,5,8,2,2,1,2,9,7,3,7,2,1,6,1,34,2,1,4,3546623080
10/19/2017 18:51,10/19/2017 18:53,24.112.149.93,100,154,1,R_2DOf6VFSBKYaTie,39.75369263,-76.59140015,anonymous,9,7,6,7,9,9,1,4,5,5,3,4,8,8,4,9,1,1,6,1,53,2,1,4,5848175660
10/19/2017 18:52,10/19/2017 18:53,69.85.253.243,100,90,1,R_3dRMirYbAYOSdth,30.25140381,-87.68280029,anonymous,6,5,7,5,8,8,4,2,3,4,2,6,7,6,2,5,7,6,1,4,48,1,1,4,2570700576
10/19/2017 18:52,10/19/2017 18:54,184.98.163.99,100,111,1,R_1lfN4VdcmR52Njj,33.38580322,-111.8755035,anonymous,7,8,1,5,9,5,1,7,6,1,1,1,9,9,1,8,1,1,9,1,57,2,1,4,1090286468
10/19/2017 18:54,10/19/2017 18:56,104.152.185.249,100,123,1,R_26f1fGar3tf4KrG,43.17300415,-77.71379852,anonymous,7,9,1,5,9,9,1,9,5,7,1,5,9,8,1,8,3,9,9,1,33,2,1,4,6243114425
10/19/2017 18:55,10/19/2017 18:58,67.182.135.180,100,179,1,R_xm6GHBLGBJfRSHD,47.64759827,-122.5363998,anonymous,5,7,7,7,2,5,2,7,4,3,7,2,7,6,2,3,4,5,8,2,51,2,1,4,2372841202
10/19/2017 19:24,10/19/2017 19:25,75.132.3.68,100,91,1,R_1GP10Sfl84UnREJ,38.54910278,-90.31990051,anonymous,6,4,2,7,9,8,1,8,6,7,2,7,7,6,1,3,6,3,9,3,24,2,1,4,9119029725
10/19/2017 20:23,10/19/2017 20:25,173.172.104.190,100,100,1,R_2SBkjNKmSoHrxsv,38.95359802,-94.7335968,anonymous,6,7,4,6,3,6,6,5,6,4,4,3,4,7,3,4,4,4,6,3,23,1,1,3,8220394780
10/19/2017 20:23,10/19/2017 20:26,172.91.193.226,100,156,1,R_2EzzW5ZDr6dxdek,34.41799927,-118.5662003,anonymous,5,7,5,5,7,7,1,7,4,4,3,5,7,9,2,7,3,7,7,3,18,1,1,3,6719666198
10/19/2017 20:25,10/19/2017 20:27,99.42.146.33,100,109,1,R_3NIEHmhs3w17T9x,30.01330566,-90.19210052,anonymous,4,6,4,7,6,7,2,3,2,2,2,4,5,8,1,6,2,2,8,1,37,2,1,4,2534292033
10/19/2017 20:24,10/19/2017 20:28,71.239.6.203,100,271,1,R_2zpdtCZRRiIwPq0,41.77009583,-88.14040375,anonymous,7,7,3,7,3,2,1,1,3,2,1,1,7,8,1,8,2,2,8,5,45,2,4,4,9339858945
10/19/2017 20:31,10/19/2017 20:34,72.174.135.85,100,203,1,R_2E5AbqXEejMPRB6,46.85820007,-113.9896011,anonymous,7,8,5,6,6,7,3,7,1,1,1,1,6,5,4,5,2,2,7,2,61,2,1,4,2222929006
10/19/2017 20:37,10/19/2017 20:40,96.42.188.81,100,176,1,R_2YrhVTkdixoxzCT,43.45469666,-86.34529877,anonymous,5,9,1,9,9,9,1,9,1,1,1,1,5,5,1,5,3,4,9,5,39,2,1,4,558287418
10/19/2017 20:38,10/19/2017 20:40,104.62.181.53,100,102,1,R_3g0zM8F8eyKOsno,32.71910095,-117.1607056,anonymous,5,7,3,6,9,9,1,9,1,1,1,1,8,7,5,8,1,1,2,2,30,1,1,4,2206723681
10/19/2017 20:39,10/19/2017 20:41,74.211.17.161,100,129,1,R_3HAgljVKiydVjYi,37.0644989,-113.5746002,anonymous,2,5,1,5,6,8,8,9,2,3,3,1,7,7,1,8,1,1,9,3,26,1,1,4,8713576640
10/19/2017 20:42,10/19/2017 20:44,70.113.158.61,100,91,1,R_vUlv2VvJerrlztn,32.7881012,-96.94309998,anonymous,7,7,3,7,9,7,2,9,1,1,1,2,6,6,4,6,2,2,3,3,29,2,1,3,2068315232
10/19/2017 20:42,10/19/2017 20:45,96.61.94.148,100,187,1,R_1oF3dyvwZv3iuVq,43.19979858,-71.69539642,anonymous,5,5,5,5,6,6,4,7,5,4,4,4,6,7,4,6,1,1,6,1,46,2,1,4,4708325211
10/19/2017 21:57,10/19/2017 21:58,64.53.240.7,100,54,1,R_1C4rWN2SWp5UHdq,42.0092926,-88.09259796,anonymous,7,3,4,5,7,6,4,7,3,3,3,3,6,7,2,6,3,5,4,6,28,1,1,4,5528039294
10/19/2017 21:57,10/19/2017 22:00,73.96.16.171,100,156,1,R_xDtCGoMRxGco8rD,44.90229797,-123.0662003,anonymous,7,5,3,6,7,8,1,8,3,2,2,2,5,6,2,4,3,3,7,2,27,2,3,4,269282093
10/19/2017 21:57,10/19/2017 22:00,216.235.234.53,100,216,1,R_3OdiAMl0lNBipuG,37.11079407,-78.78739929,anonymous,6,5,2,6,7,7,3,7,4,3,2,3,6,6,2,6,3,3,8,6,63,2,1,4,1943631922
10/19/2017 22:00,10/19/2017 22:02,71.45.87.108,100,83,1,R_3DvaWbM8Gh5V6AY,33.52250671,-86.76830292,anonymous,3,4,3,4,5,2,2,6,6,3,3,4,6,4,3,6,6,3,3,5,70,2,1,4,2042435962
10/19/2017 22:04,10/19/2017 22:06,98.70.43.21,100,133,1,R_WcyEjwUZhmDM2CB,29.76409912,-82.38510132,anonymous,7,7,6,7,6,8,1,9,3,1,1,1,7,7,3,8,2,2,6,2,28,2,2,4,8172858325
10/19/2017 22:06,10/19/2017 22:08,71.237.66.215,100,111,1,R_1FEYJQhpbgE4IDG,39.66029358,-104.7680969,anonymous,5,4,3,7,7,7,2,9,1,7,1,1,7,7,3,7,2,2,7,3,33,2,1,3,4429088961
10/19/2017 22:08,10/19/2017 22:09,73.177.103.254,100,101,1,R_cDcg218hw0lwwBb,35.28599548,-89.70809937,anonymous,9,7,1,8,9,9,1,7,2,4,4,5,7,7,2,3,2,3,3,7,28,2,3,4,7897965703
10/19/2017 22:07,10/19/2017 22:10,69.21.102.89,100,195,1,R_1mltfeVtS68X9gx,44.12350464,-69.24099731,anonymous,6,6,5,5,8,8,4,7,3,3,3,3,6,6,3,6,2,2,4,4,40,2,1,4,5423576864
10/19/2017 23:01,10/19/2017 23:03,47.39.75.63,100,132,1,R_295Ii6zwQm1lUax,33.90710449,-118.0766983,anonymous,7,7,5,7,7,8,4,3,3,2,1,3,9,9,1,9,3,1,5,1,24,2,3,4,4846776933
10/19/2017 23:30,10/19/2017 23:32,172.222.151.146,100,158,1,R_z8zz2BHI6D9aI37,34.11819458,-118.6739044,anonymous,5,5,5,5,5,6,3,7,4,4,3,5,7,7,4,6,3,3,5,3,35,2,1,4,5520583
10/19/2017 23:30,10/19/2017 23:32,72.224.221.194,100,116,1,R_3kFhr6XLWMDoCUk,44.04519653,-70.38710022,anonymous,7,7,4,7,7,7,3,7,7,7,2,7,7,7,2,7,7,7,2,7,31,1,1,4,3150435630
10/19/2017 23:31,10/19/2017 23:33,76.108.35.241,100,103,1,R_1DnYxlZZSPodG1R,25.92739868,-80.18009949,anonymous,5,5,5,5,5,9,1,5,1,5,1,1,5,9,5,5,1,5,5,5,24,1,2,3,272337385
10/19/2017 23:31,10/19/2017 23:34,24.16.0.19,100,204,1,R_3dLfo0HLcIMYGgr,47.501297,-122.0065002,anonymous,5,6,4,6,8,7,6,4,4,4,4,4,6,6,2,5,3,5,6,5,30,2,1,3,2348010526
10/19/2017 23:32,10/19/2017 23:35,47.202.133.236,100,178,1,R_2TI8SUXH5SyYymz,28.08590698,-82.76249695,anonymous,6,7,5,6,9,9,7,9,5,5,3,5,6,8,4,6,2,1,6,1,37,1,1,4,9070124831
10/19/2017 23:31,10/19/2017 23:35,138.128.246.45,100,236,1,R_1OiPaNAB2jbDH2w,40.73910522,-73.98259735,anonymous,3,5,7,6,5,6,5,6,5,5,5,8,5,6,6,2,9,6,6,5,28,2,3,3,382535859
10/19/2017 23:30,10/19/2017 23:36,184.47.194.186,100,304,1,R_cCsO6ze5oVXwPqF,34.25619507,-83.16760254,anonymous,7,7,1,7,8,9,1,9,1,1,1,1,6,7,1,6,3,3,9,3,46,2,1,4,2077915930
10/19/2017 23:38,10/19/2017 23:39,69.207.52.187,100,68,1,R_30xaUU3N6GrVzmq,43.01089478,-78.95739746,anonymous,7,6,1,7,9,6,1,7,1,7,1,7,9,8,1,7,8,7,9,5,35,1,1,4,2387556234
10/19/2017 23:38,10/19/2017 23:41,110.54.180.101,100,192,1,R_2aRXw7iZX6yuPSX,14.6000061,121.0332947,anonymous,5,5,4,5,7,7,1,9,3,3,1,3,6,6,3,6,3,4,8,3,46,1,1,4,5776146324
10/20/2017 1:02,10/20/2017 1:03,47.147.140.13,100,66,1,R_1g1PK2CsaOHWSMi,33.793396,-118.1212006,anonymous,6,6,7,4,5,7,7,6,5,3,6,4,4,5,4,5,5,5,6,6,22,1,1,4,8123999252
10/20/2017 1:02,10/20/2017 1:05,157.48.13.236,100,192,1,R_1f9jPPMH6JBjVb4,17.37530518,78.47439575,anonymous,7,5,1,7,9,9,1,9,1,1,1,1,6,7,1,6,4,1,8,6,23,2,1,4,7002116386
10/20/2017 1:03,10/20/2017 1:06,64.30.99.30,100,167,1,R_3oyHwjaly35OTW7,38.76249695,-121.1649017,anonymous,5,6,2,6,7,7,1,4,4,1,1,1,6,5,2,6,5,1,7,1,60,2,1,4,685501462
10/20/2017 1:06,10/20/2017 1:07,172.250.198.208,100,64,1,R_1dGJMUBFEDUcWEN,33.74580383,-117.8262024,anonymous,5,5,6,5,5,7,3,5,5,6,6,4,6,6,4,4,4,5,4,5,28,1,3,3,9344844487
10/20/2017 1:11,10/20/2017 1:13,68.42.189.4,100,122,1,R_2ylOMdAk2cW5OWA,42.48950195,-83.14189911,anonymous,7,6,5,7,7,7,2,8,5,5,5,5,7,6,3,6,2,3,6,3,48,2,1,4,2739853934
10/20/2017 1:17,10/20/2017 1:20,47.187.127.14,100,156,1,R_1d153gODyaiGtnJ,32.95880127,-96.98120117,anonymous,5,5,4,5,3,7,2,8,3,3,3,7,7,7,2,7,3,2,8,2,65,2,1,4,5413843244
10/20/2017 1:28,10/20/2017 1:30,99.100.146.81,100,125,1,R_11imYLnz0NRf4To,29.91560364,-95.64910126,anonymous,6,6,1,5,9,9,1,9,3,1,1,2,7,6,1,5,1,1,7,3,45,2,2,4,3809797857
10/20/2017 1:36,10/20/2017 1:37,108.90.130.253,100,101,1,R_0lCRB7aBUiRMEeZ,36.27600098,-119.6322021,anonymous,4,4,7,4,5,4,7,5,4,4,7,5,5,5,7,5,6,5,6,5,43,2,2,4,3420898472
10/20/2017 1:39,10/20/2017 1:41,104.136.241.246,100,140,1,R_27UMnWYnIFgNH9O,28.48379517,-82.51300049,anonymous,6,6,4,6,9,9,1,9,3,2,1,2,5,4,3,5,4,5,2,5,26,1,1,4,185070797
10/20/2017 2:37,10/20/2017 2:39,75.67.109.133,100,94,1,R_3p9nff0Z04VTSDJ,42.93170166,-70.84269714,anonymous,5,5,4,5,7,5,3,7,4,4,3,4,5,5,4,5,4,5,4,5,35,2,1,4,6246679504
10/20/2017 2:37,10/20/2017 2:39,97.113.156.254,100,128,1,R_6r5aGntm9bxwk4p,47.51100159,-122.1869965,anonymous,6,7,4,7,8,6,2,7,4,5,4,6,6,4,3,6,4,3,4,4,22,2,4,4,1039736127
10/20/2017 2:41,10/20/2017 2:42,65.27.201.77,100,81,1,R_33r6wfP0xxJSGrU,39.78190613,-84.24130249,anonymous,7,7,4,7,8,8,2,8,2,2,3,3,6,6,4,7,2,2,6,2,33,2,1,4,1406058218
10/20/2017 2:44,10/20/2017 2:47,107.77.241.5,100,162,1,R_2fiCBaaLAz1KrLk,37.75100708,-97.8219986,anonymous,5,7,3,7,9,7,1,9,1,1,1,1,5,3,1,9,1,1,9,1,38,2,1,4,688517597
10/20/2017 3:11,10/20/2017 3:12,98.24.192.87,100,108,1,R_2ZHMzyD50vH4gew,35.17140198,-78.89559937,anonymous,5,5,1,5,9,9,1,9,2,2,1,2,8,8,2,8,2,3,9,2,52,2,1,3,2763092048
10/20/2017 3:29,10/20/2017 3:31,216.106.39.229,100,130,1,R_1QbH5ANiWq3SMHH,38.48139954,-92.12729645,anonymous,5,5,9,7,9,3,1,8,5,2,9,1,9,2,5,8,1,1,9,2,41,2,1,4,5507715791
10/20/2017 3:36,10/20/2017 3:39,142.197.80.53,100,151,1,R_2Bmp8SJyHHSKKuJ,29.13479614,-81.02480316,anonymous,5,5,2,7,9,9,1,9,4,2,1,2,7,6,2,7,1,1,9,3,38,2,1,4,3509735731
10/20/2017 3:44,10/20/2017 3:46,69.47.32.32,100,103,1,R_1H7clNLJ8FjtJff,41.6934967,-87.61450195,anonymous,6,5,2,4,8,5,3,5,4,6,2,6,5,7,4,7,4,2,6,5,33,1,2,4,1216350897
10/20/2017 4:09,10/20/2017 4:11,68.47.59.177,100,120,1,R_3qWkPBovTEM4b3V,44.87840271,-93.27929688,anonymous,5,5,1,5,2,6,1,3,4,4,1,4,6,6,3,6,4,2,9,6,41,1,1,4,6127570956
10/20/2017 4:10,10/20/2017 4:12,72.23.107.122,100,149,1,R_1lfxBxFsbcIOwj7,41.62579346,-79.6964035,anonymous,7,7,3,7,8,7,1,8,4,3,2,3,7,8,4,7,2,2,8,2,41,2,1,4,501143169
10/20/2017 4:32,10/20/2017 4:34,45.37.33.209,100,161,1,R_1jffeIdJuFRqVE0,35.79119873,-78.48110199,anonymous,6,7,2,6,6,6,3,6,1,1,1,1,6,7,1,7,3,2,7,3,40,2,2,3,2309109057
10/20/2017 4:36,10/20/2017 4:38,173.66.10.155,100,139,1,R_3Dq0z9TdxZpXA5c,38.83569336,-77.33750153,anonymous,3,7,2,7,7,5,1,8,3,3,2,4,7,7,1,7,2,1,2,1,30,2,1,2,640457091
10/20/2017 4:36,10/20/2017 4:38,68.204.82.174,100,136,1,R_1KPTEumUiskedGx,28.47680664,-81.63189697,anonymous,7,8,3,7,8,7,2,8,2,2,1,2,7,8,2,6,2,2,3,2,43,1,1,4,252147816
10/20/2017 4:38,10/20/2017 4:39,67.212.249.56,100,102,1,R_2XckcUyUthJqgoU,36.38679504,-85.3082962,anonymous,7,8,7,9,7,7,2,9,4,1,1,2,9,9,1,3,2,2,8,5,38,1,1,4,7588050561
10/20/2017 4:41,10/20/2017 4:44,99.13.218.69,100,178,1,R_1N2pRpUA8YXGzNm,30.44670105,-86.875,anonymous,4,3,3,3,8,8,2,9,8,6,2,2,7,4,2,6,1,3,6,1,30,1,1,4,9658442335
10/20/2017 4:48,10/20/2017 4:50,72.199.252.127,100,105,1,R_9taQGTPFJafcq7D,32.75959778,-116.9940033,anonymous,7,6,3,7,8,8,3,8,3,2,2,2,7,7,3,5,3,3,7,3,34,1,5,3,1656875490
10/20/2017 5:35,10/20/2017 5:37,104.137.5.232,100,117,1,R_ZCXGISYPGbZ55VD,32.63079834,-86.16860199,anonymous,8,3,1,7,9,9,5,9,1,1,1,1,4,7,1,8,3,3,9,3,22,2,1,4,1563924249
10/20/2017 5:40,10/20/2017 5:41,209.249.112.1,100,90,1,R_0VV5VV44Uhj7lFT,42.33309937,-71.09570313,anonymous,6,6,3,7,3,3,2,3,3,3,3,5,5,7,3,8,3,6,7,3,32,1,4,4,7930612103
10/20/2017 5:40,10/20/2017 5:41,68.33.77.157,100,108,1,R_Z1wprsSE1rDxMKB,38.81149292,-77.12850189,anonymous,6,5,2,3,6,6,1,7,1,2,2,1,5,5,1,7,6,4,9,5,34,2,4,4,9272542926
10/20/2017 5:40,10/20/2017 5:42,192.69.2.13,100,135,1,R_3kv9uRN77dRc9B8,40.70869446,-111.7143021,anonymous,6,7,6,8,6,7,4,8,4,4,4,4,6,7,3,8,8,1,4,1,24,2,1,4,915258639
10/20/2017 5:42,10/20/2017 5:44,213.174.99.132,100,100,1,R_3KryBW9vrhsHTXK,48.86279297,2.329193115,anonymous,5,4,4,5,9,9,1,9,2,2,3,3,6,6,3,6,3,4,6,3,29,1,1,4,3867559093
10/20/2017 5:44,10/20/2017 5:46,47.199.103.44,100,129,1,R_2SxHGYtYyFOvt4p,27.36540222,-82.53579712,anonymous,7,5,4,6,9,9,1,9,1,1,1,1,6,6,3,5,4,3,7,6,30,1,1,4,4371292903
10/20/2017 5:49,10/20/2017 5:51,98.251.123.48,100,112,1,R_1BvMHZjoNs3FstP,33.79640198,-84.03369904,anonymous,4,6,3,6,7,8,3,8,5,5,5,5,6,6,3,6,3,3,3,3,46,2,1,4,3682629801
10/20/2017 5:51,10/20/2017 5:52,74.94.195.73,100,91,1,R_1I5Ap9SwbD4UmX3,40.44259644,-79.97699738,anonymous,7,7,5,8,8,8,2,7,2,2,2,2,8,5,4,8,2,2,7,3,25,2,1,4,7198033742
10/20/2017 5:52,10/20/2017 5:55,104.136.197.129,100,165,1,R_3lxBA3r6hXGai0h,27.90029907,-82.30239868,anonymous,7,6,4,7,8,9,1,9,1,1,1,1,6,7,3,6,1,3,7,1,22,2,1,4,1191594988
10/20/2017 5:57,10/20/2017 5:59,74.140.7.97,100,102,1,R_2b1TMogbQQtcnfI,40.02900696,-83.0809021,anonymous,5,5,4,5,9,7,3,8,3,5,2,4,6,6,3,7,5,5,4,5,29,2,1,4,5466785436
10/20/2017 6:01,10/20/2017 6:03,107.12.237.213,100,137,1,R_3Eox3nB8sXJ8T17,34.77659607,-76.88670349,anonymous,5,5,5,5,7,6,3,6,4,4,3,4,6,5,3,5,3,3,6,5,63,2,1,4,7434272938
10/20/2017 7:13,10/20/2017 7:15,24.140.44.58,100,120,1,R_2f3WrRKJPM8brKl,40.80769348,-81.97299957,anonymous,2,5,1,5,9,7,1,9,1,1,1,5,6,5,1,5,3,8,9,8,33,2,1,4,3156522098
10/20/2017 7:13,10/20/2017 7:15,66.30.119.146,100,121,1,R_XNY7r4QwR1WHuyR,42.36459351,-71.10279846,anonymous,7,7,3,5,7,7,1,7,2,2,2,2,7,7,3,7,1,3,3,3,32,1,1,4,5304890135
10/20/2017 7:13,10/20/2017 7:16,98.159.8.17,100,156,1,R_2wHoYT3ou5D0QQ3,30.05490112,-95.47709656,anonymous,6,6,3,6,7,7,3,7,4,4,3,4,6,6,4,6,5,3,6,4,39,2,1,4,8786982922
10/20/2017 7:15,10/20/2017 7:17,206.53.119.16,100,108,1,R_2QSBqeENVfsGZJt,33.8704071,-80.46040344,anonymous,7,7,3,7,8,8,1,7,3,3,2,3,7,7,1,7,2,2,7,2,50,2,1,4,7781440159
10/20/2017 7:16,10/20/2017 7:17,75.76.15.158,100,86,1,R_3QE1DFrZ3qb94nZ,34.71929932,-86.56040192,anonymous,5,5,5,5,9,9,1,9,1,1,1,1,7,7,1,7,1,1,7,1,45,2,5,4,6966143274
10/20/2017 7:15,10/20/2017 7:18,67.233.36.142,100,137,1,R_2aDcvYo5AWl4NGN,26.62539673,-81.62480164,anonymous,7,6,3,7,9,9,4,9,4,1,1,3,7,7,2,6,1,7,4,3,50,1,1,4,1998461834
10/20/2017 7:16,10/20/2017 7:18,24.196.65.38,100,104,1,R_2waDwhUwfp9MtHJ,43.45880127,-88.80519867,anonymous,7,7,7,6,8,8,2,8,4,3,3,4,6,5,3,5,3,3,7,3,29,2,1,4,7136775963
10/20/2017 7:15,10/20/2017 7:19,72.168.129.97,100,255,1,R_21glvP2PMXOA3Ig,42.4644928,-83.376297,anonymous,6,7,2,4,3,5,1,9,3,3,2,3,6,8,3,7,3,1,7,2,32,2,1,4,9868247900
10/20/2017 7:21,10/20/2017 7:28,132.170.197.152,100,438,1,R_31NLxPqKT0d8tCC,28.56629944,-81.26080322,anonymous,5,4,4,4,8,7,2,7,2,3,2,2,6,5,2,8,3,5,2,4,28,1,1,3,893833279
10/20/2017 8:46,10/20/2017 8:48,72.49.18.47,100,108,1,R_3nox6lXO71ERcMw,39.07969666,-84.45379639,anonymous,5,2,2,5,8,7,1,8,2,2,1,2,5,1,2,5,2,2,7,3,25,2,1,4,4273524992
10/20/2017 8:48,10/20/2017 8:50,70.194.0.13,100,120,1,R_r0gr7MkisY0Y0YF,42.42550659,-83.25330353,anonymous,6,7,6,8,9,9,1,9,4,4,4,4,9,9,4,9,1,1,5,1,30,2,1,3,6849949304
10/20/2017 8:47,10/20/2017 8:50,75.69.241.115,100,191,1,R_Asqbxuo5ZBOsJ57,42.45860291,-71.35970306,anonymous,5,5,5,5,6,6,2,6,4,3,3,4,7,7,4,7,3,2,6,2,35,1,1,4,7563744765
10/20/2017 8:48,10/20/2017 8:50,71.48.49.9,100,135,1,R_2S6OI7cHxg4gulw,36.24729919,-115.2322006,anonymous,3,6,3,7,7,7,4,6,3,1,2,1,6,7,3,7,1,1,8,1,30,1,2,4,8621800849
10/20/2017 8:48,10/20/2017 8:51,73.199.214.177,100,160,1,R_3qDlwFMn1Ah1iGn,39.59959412,-74.36869812,anonymous,3,4,1,5,4,4,1,6,1,1,1,2,5,6,1,3,3,2,9,1,37,1,1,4,7525634519
10/20/2017 8:50,10/20/2017 8:51,66.66.153.4,100,83,1,R_25yLfGXCuGXgj4E,43.17900085,-77.55500031,anonymous,7,3,4,7,8,6,1,4,4,3,7,2,6,7,2,7,3,3,4,3,40,1,1,4,2281561098
10/20/2017 8:49,10/20/2017 8:52,76.164.250.81,100,153,1,R_2VQ5gDwPuDd0wxj,36.76960754,-83.34780121,anonymous,5,5,3,5,8,8,1,8,1,1,1,1,7,7,1,7,5,7,7,3,36,1,1,4,6740257540
10/20/2017 8:51,10/20/2017 8:53,67.242.162.193,100,140,1,R_bvceUkgfS2ywDZf,43.14729309,-77.44270325,anonymous,6,6,4,6,7,7,3,7,4,3,3,4,5,5,3,5,3,3,7,3,29,1,1,4,3704610705
10/20/2017 9:29,10/20/2017 9:31,104.37.208.170,100,133,1,R_pDC7ibB1oADIqMV,40.69320679,-74.22940063,anonymous,5,5,3,2,9,7,4,9,1,2,1,1,5,5,3,5,4,4,3,1,28,1,4,3,1502896953
10/20/2017 10:19,10/20/2017 10:21,98.185.18.223,100,118,1,R_WfBUtOb5aIgfJzr,37.27009583,-79.96009827,anonymous,5,5,2,5,7,7,1,7,1,1,1,1,7,7,1,7,3,2,9,2,29,1,1,1,8077872307
10/20/2017 10:19,10/20/2017 10:21,66.196.26.83,100,125,1,R_YYY01DhbVxtVMNb,31.04499817,-97.50869751,anonymous,4,7,1,5,9,5,3,9,4,1,1,2,8,2,1,9,7,1,9,3,58,2,1,4,5446616095
10/20/2017 10:20,10/20/2017 10:22,12.156.67.130,100,135,1,R_NVkJAhs8CGExi9z,37.55099487,-122.0778046,anonymous,5,6,4,6,7,7,3,7,2,3,2,3,5,6,1,8,6,3,8,3,45,1,1,4,3881911542
